timestamp,speed_kmh,acceleration_mps2,brake_intensity,battery_level,energy_consumption,regen_braking_usage,lane_deviation,obstacle_distance,traffic_density,weather_condition,road_type,steering_angle,reaction_time,ADAS_output
2023-01-01 00:00:00,44.9448142616835,-0.7581550891998088,0.7299983109899704,65.62373399535653,0.6679328782883913,84.72365776964197,0.966220812470381,4.266110233556686,41,Rainy,Highway,13.582336419927373,2.0945682420139344,Brake
2023-01-01 00:00:01,114.08571676918994,-1.0025274226115803,0.18451199559871156,48.63278308574834,0.2801537728079102,49.45170437193704,1.5244075003852675,82.85046196765872,23,Foggy,Urban,-11.5129727279413,2.3188701356511405,Lane Correct
2023-01-01 00:00:02,87.83927301736861,-1.9430765249828397,0.3466396943698862,96.62735986207439,0.34008252744721035,19.546561063218583,-0.14728049848399616,24.930758225940764,12,Rainy,Rural,-22.073883367619434,2.128859130354592,Maintain Speed
2023-01-01 00:00:03,71.83901810364439,0.6436000206089276,0.6632806368578182,25.802952843502627,0.4432751435437514,73.66417866100926,-0.8432850733063697,28.39373643558689,34,Sunny,Highway,-9.533480517813455,0.4974694661908863,Maintain Speed
2023-01-01 00:00:04,18.722236853092383,-0.1402550369482265,0.48208934452447993,60.846359519899366,0.4869413352934019,41.867813568329574,-0.724613702578154,22.624527834886553,15,Sunny,Urban,2.7281213366891635,0.959572934383853,Accelerate
2023-01-01 00:00:05,18.719342440344317,2.1942059539440217,0.7385710386348938,71.51995142407115,0.5602974375000337,59.462748345249715,0.7877930334575756,84.0083955221962,42,Rainy,Rural,-23.896211740959366,0.8728620768970845,Accelerate
2023-01-01 00:00:06,6.970033460183935,-2.8073425171076503,0.9612079012228597,83.42862648781126,0.5853740550306393,10.726529017393883,0.2702321359659847,97.89019954063023,3,Sunny,Rural,-15.927522970603313,1.0716615774273222,Accelerate
2023-01-01 00:00:07,103.94113749299223,0.8632075653307583,0.1165466877151975,43.66224789066067,0.9658610564263181,63.158398951599224,-0.05402347609097147,75.51866509300353,2,Rainy,Urban,28.24974759448171,0.872379791591682,Maintain Speed
2023-01-01 00:00:08,72.13380140918505,1.577693271069367,0.7095677163980609,70.25758122746075,1.0681890625694783,37.355048894512436,-1.1889036848953038,82.35778604691902,33,Snowy,Rural,-17.750314533863083,2.005152849393098,Maintain Speed
2023-01-01 00:00:09,84.96870933552546,1.5569194151298422,0.23034415563211452,33.80413978150686,0.6868704954400763,33.418974971849444,1.5018227499956134,62.05004605193377,14,Foggy,Highway,-26.189391805614413,1.8118511680136113,Lane Correct
2023-01-01 00:00:10,2.4701393154962936,2.3164438025731506,0.41447672740756925,46.370228774372926,1.8238631978493836,97.99155787778012,1.1240817900296243,52.87749083964787,30,Sunny,Highway,-4.070450149655823,0.65730542391505,Accelerate
2023-01-01 00:00:11,116.38918225943932,1.3742024569769642,0.032862725795139824,90.08457746432292,1.1509654743440136,43.243064276024725,-1.4374455930430816,72.1578004790515,0,Rainy,Highway,-25.57023673126418,0.6136047401080655,Maintain Speed
2023-01-01 00:00:12,99.89311689605061,2.566860369886178,0.13590738229269894,95.24122288644065,1.5962061632634728,67.80383781157342,-0.5304461815914534,3.576287880622031,0,Rainy,Highway,-29.186869538171575,0.701379063704684,Brake
2023-01-01 00:00:13,25.480693281393137,-1.0040604010746512,0.3197772890488997,73.28764795809015,1.8560518815996023,62.77275355738411,0.16852837455556546,6.1400525603396705,32,Rainy,Urban,-29.070542952756657,0.9223493039290143,Brake
2023-01-01 00:00:14,21.818996064852072,0.019256500509258423,0.34198580528798495,40.563429623737576,0.40995671769402986,10.430355088515764,-0.18264550891387188,68.72734885761837,25,Foggy,Rural,-12.21314983260952,1.7701440618376447,Accelerate
2023-01-01 00:00:15,22.00854118241206,-2.9155220203026557,0.8995852164620958,82.90549004759309,0.9129615190597056,74.79275370643161,-0.40881664504904647,33.50699645870581,41,Foggy,Urban,-25.57237333895757,1.04847093312807,Accelerate
2023-01-01 00:00:16,36.50906915514453,-2.9582544761802527,0.7418129092665151,7.457372763914917,0.9230997632577567,32.315920343357654,0.8753275902421174,48.883435644827465,0,Foggy,Rural,-18.426153850218874,1.1756915243027164,Maintain Speed
2023-01-01 00:00:17,62.970771795868544,-1.5592402772908807,0.9721829681870411,14.760861501245001,0.7734972758328729,79.8939549196735,-1.7819859830486502,78.199256365991,15,Sunny,Rural,8.895324342156016,0.2967288195018326,Lane Correct
2023-01-01 00:00:18,51.83340223705389,-2.3951568171654882,0.5990715103352405,67.83050495565931,0.1169211464481159,60.764078261538245,-0.11435864349623248,57.715790840693394,36,Foggy,Highway,-12.698542889637878,1.3042776355292252,Maintain Speed
2023-01-01 00:00:19,34.94749682376503,-1.4387317923854783,0.24171373209131797,32.668614650655456,1.6503470047783806,31.709148995348958,-0.9512732384415945,80.52618746630577,49,Rainy,Highway,4.5294044166605545,1.2156488255016606,Maintain Speed
2023-01-01 00:00:20,73.42234736668554,-1.9377402328296156,0.32765502992164286,95.38169074804539,0.31196271095241535,35.629296033107096,-1.6615264590609642,41.915524217064345,34,Foggy,Rural,-5.321414887280056,1.7722791789521892,Lane Correct
